type,zcr_diff_mean,zcr_third_central_moment,zcr_exceed_th,zcr_std_of_fod,zcr_mean,ste_mler
1,0.030303030303030304,6.852151205611643e-06,0.46464646464646464,0.023525086768081186,0.06673640638005893,0.3333333333333333
1,-0.050505050505050504,5.18889507354528e-06,0.43434343434343436,0.02679129535547744,0.04623068097455626,0.08080808080808081
1,-0.31313131313131315,0.00011079762711375444,0.13131313131313133,0.04315173784862986,0.06294571550696272,0.030303030303030304
1,-0.29292929292929293,0.00019097624613292284,0.04040404040404041,0.046244967717802316,0.0668713864704956,0.020202020202020204
1,-0.21212121212121213,9.423008166273923e-05,0.1111111111111111,0.04298687939495265,0.051112460912015475,0.050505050505050504
1,-0.25252525252525254,0.0001087536185879201,0.08080808080808081,0.040449121351836134,0.04940271309981778,0.010101010101010102
1,-0.030303030303030304,6.50822536182473e-05,0.08080808080808081,0.041264669943528065,0.06277699039391689,0.030303030303030304
1,-0.13131313131313133,3.4020248215885294e-05,0.06060606060606061,0.027886191049681843,0.05326089401813232,0.0
1,-0.25252525252525254,8.020169535645717e-05,0.1111111111111111,0.03838303117405175,0.052338530066815145,0.0
1,-0.13131313131313133,0.00010131064923643706,0.06060606060606061,0.04356326890982185,0.050043868529391904,0.020202020202020204
1,-0.0707070707070707,4.051333148565185e-05,0.18181818181818182,0.03744870513264326,0.06317068232435714,0.010101010101010102
1,-0.1919191919191919,9.024616678519247e-05,0.0707070707070707,0.04110545460625445,0.05392454612944591,0.010101010101010102
1,-0.1919191919191919,8.474817301840078e-06,0.35353535353535354,0.02595522909093308,0.03866054756923353,0.0
1,-0.1717171717171717,5.765522180169679e-05,0.10101010101010101,0.03580296894077539,0.061933364828687755,0.0
1,-0.13131313131313133,5.509761434695896e-05,0.1111111111111111,0.03787228340770985,0.05175361634158961,0.020202020202020204
1,-0.21212121212121213,7.272422157061823e-05,0.1111111111111111,0.039530075541614675,0.04956018987199388,0.030303030303030304
1,-0.13131313131313133,5.889013783752679e-05,0.13131313131313133,0.039554435207692314,0.05321590065465343,0.010101010101010102
1,-0.29292929292929293,0.00013802118459212362,0.04040404040404041,0.04319014298509644,0.04968392162156081,0.010101010101010102
1,-0.25252525252525254,7.292752062978431e-05,0.08080808080808081,0.03678210904256986,0.04468965827540438,0.04040404040404041
1,-0.2727272727272727,0.0001903707668019423,0.010101010101010102,0.051292345563163075,0.05723155834514408,0.050505050505050504
1,-0.1717171717171717,4.36028901304931e-05,0.1919191919191919,0.0363965824734357,0.05890756113473262,0.04040404040404041
1,-0.23232323232323232,4.150653443969999e-05,0.13131313131313133,0.03251924331865464,0.06360936761827629,0.010101010101010102
1,-0.13131313131313133,8.046009336574151e-05,0.1919191919191919,0.045951687647942864,0.07429529144451193,0.010101010101010102
1,-0.1919191919191919,5.183478935704265e-05,0.010101010101010102,0.030922857235898816,0.03810937886661717,0.020202020202020204
1,-0.13131313131313133,5.850660397352991e-05,0.06060606060606061,0.03611446210085829,0.04722053497109177,0.04040404040404041
1,-0.030303030303030304,2.0945543478928094e-05,0.18181818181818182,0.03415436782605718,0.060594812265190895,0.020202020202020204
1,0.030303030303030304,1.9069293196386884e-05,0.10101010101010101,0.027815561787445396,0.0605048255382331,0.0
1,-0.25252525252525254,2.4773876229026092e-05,0.13131313131313133,0.027174129169342434,0.058705090999077635,0.0
1,-0.23232323232323232,4.211927440450129e-05,0.050505050505050504,0.033391915720064426,0.04486963172931992,0.04040404040404041
1,-0.1111111111111111,3.7529198609245504e-05,0.050505050505050504,0.03444378259478644,0.06680389642527726,0.0
1,-0.21212121212121213,2.2686518706428862e-05,0.10101010101010101,0.02766144270471803,0.06440799982002655,0.020202020202020204
1,-0.010101010101010102,2.1786456703934126e-05,0.12121212121212122,0.029697886520675863,0.06564531731569592,0.0
1,-0.3333333333333333,6.459598399563096e-05,0.08080808080808081,0.035041020971236354,0.04611819756585904,0.0
1,-0.41414141414141414,4.520735855616371e-05,0.020202020202020204,0.028600764180933092,0.03666959123529279,0.0
1,-0.23232323232323232,9.838555899254633e-05,0.0707070707070707,0.04178917439095794,0.04383478436930553,0.0707070707070707
1,-0.21212121212121213,4.3771042394765505e-05,0.1111111111111111,0.03404453032860771,0.053080920564216774,0.0
1,-0.13131313131313133,6.291873085662259e-05,0.1111111111111111,0.04197324989594363,0.06008863692605341,0.0
1,-0.030303030303030304,1.923142955888929e-05,0.36363636363636365,0.035217964280154564,0.06912105464443995,0.010101010101010102
1,-0.0707070707070707,3.8530178032479654e-05,0.0707070707070707,0.03341858409526825,0.061809633079120824,0.0
1,-0.23232323232323232,2.5299214972420368e-05,0.20202020202020202,0.02757362768117904,0.05503813187554836,0.0
1,-0.29292929292929293,9.607391535132119e-05,0.06060606060606061,0.04125248618603541,0.062394546804346356,0.020202020202020204
1,-0.21212121212121213,2.8946468810256393e-05,0.050505050505050504,0.023914295428521783,0.04069649726665316,0.04040404040404041
1,-0.31313131313131315,5.9208401956075886e-05,0.010101010101010102,0.02853799623657417,0.0355335088074509,0.0707070707070707
1,-0.13131313131313133,5.9941642020339006e-05,0.06060606060606061,0.03626801763430254,0.049695169962430535,0.0
1,-0.25252525252525254,6.91710062698649e-05,0.08080808080808081,0.03651713532736546,0.046196935951947085,0.030303030303030304
1,-0.1717171717171717,6.675762990600203e-05,0.08080808080808081,0.03906254528293753,0.04864907426154642,0.030303030303030304
1,-0.1919191919191919,6.730367840436861e-05,0.09090909090909091,0.037341028935257606,0.05365458594857257,0.0
1,-0.15151515151515152,9.113482889556335e-06,0.10101010101010101,0.020335650197881625,0.0372432566196486,0.0
1,-0.41414141414141414,0.00011146387370037133,0.04040404040404041,0.04012119994095073,0.05574677735034083,0.020202020202020204
1,-0.09090909090909091,7.621734802588507e-05,0.09090909090909091,0.04385900187784633,0.06414928798002295,0.010101010101010102
1,-0.25252525252525254,0.0001306133094597439,0.04040404040404041,0.04427925063579654,0.0565116645294819,0.010101010101010102
1,-0.21212121212121213,3.368657750928827e-05,0.12121212121212122,0.030456859868937623,0.05264223527029761,0.020202020202020204
1,0.1111111111111111,-1.5678821852786615e-06,0.5656565656565656,0.025690924903976238,0.06086477244606421,0.030303030303030304
1,-0.030303030303030304,3.906211468603593e-06,0.26262626262626265,0.027232453937056967,0.06254077523565274,0.0
1,0.030303030303030304,7.899519209921573e-06,0.1414141414141414,0.02769809782674777,0.06254077523565274,0.0
1,-0.0707070707070707,2.6729038286998993e-05,0.1111111111111111,0.03403660219396711,0.057501518526017405,0.050505050505050504
1,-0.15151515151515152,3.341796441189801e-05,0.04040404040404041,0.028095473463993763,0.048311624035454755,0.0
1,0.030303030303030304,-2.565060448036175e-06,0.6464646464646465,0.030414785722374774,0.06376684439045241,0.020202020202020204
1,0.09090909090909091,-5.94708073785761e-06,0.7676767676767676,0.02891953468947634,0.06410429461654406,0.0
1,0.010101010101010102,1.3941354769164018e-05,0.1414141414141414,0.026845305495931664,0.06421677802524127,0.0
1,-0.010101010101010102,8.302188350340818e-06,0.5050505050505051,0.027302279190941473,0.05525185035207306,0.0
